5066afb6527015134a0000de	iphone	game
50ac3adb52701538cc000055	iphone	game
506f3b7652701513410002ff	iphone	game
50a0bac35270153718000035	iphone	game
505b343c52701565ee00001f	iphone	game
4ef527825270153a9000000b	iphone	game
4fb1103252701571c300000d	iphone	game
50b033f65270151584000227	iphone	game
5007a2b852701548c50000d0	iphone	game
5063f1c752701514e20000ab	iphone	game
5087acd55270150b12000028	iphone	game
503c21e452701565cd000024	iphone	game
506173a952701565ed000350	iphone	game
4df9f64e431fe34de5000022	iphone	game
4e1636ab431fe33c91000123	iphone	game
4e43d605431fe3340c0000c8	iphone	game
4eb6214152701556a200000a	iphone	game
4ec4844e527015044e000031	iphone	game
4ed4394052701577d5000027	iphone	game
4f57d838527015426300000d	iphone	game
4f5c9b9b52701566fe00000f	iphone	game
4f72a1395270151176000006	iphone	game
4f73e9a2527015286b000005	iphone	game
4f976a655270153136000045	iphone	game
4fb0933852701564c70000eb	iphone	game
4fd1c9515270152b9200006e	iphone	game
4ff177545270153d32000023	iphone	game
50027be45270157a2d0000e8	iphone	game
5009549e52701579e9000013	iphone	game
500e122b52701549f3000001	iphone	game
500e1e535270154f9200000b	iphone	game
5010d8c1527015111f000008	iphone	game
5016b36252701547cb000019	iphone	game
5018c9a9527015295f00001c	iphone	game
5018ca225270152947000018	iphone	game
5018ca7a527015509900001c	iphone	game
5018cb535270152956000019	iphone	game
501f806a5270156717000030	iphone	game
502381285270156000000000	iphone	game
5023819452701562df000001	iphone	game
502b11185270153d7e000102	iphone	game
502b30245270153d870000fb	iphone	game
502b79ca5270153d84000138	iphone	game
502f85fe5270155a61000012	iphone	game
5040b8045270156fb700000e	iphone	game
504203b85270153cdc000032	iphone	game
504457f75270153cdc00010b	iphone	game
5046e7535270156fb90003bb	iphone	game
5046f85e5270152eb400027d	iphone	game
504ac370527015754b0000df	iphone	game
504daca7527015190b0001cd	iphone	game
504f00d85270151d580001ed	iphone	game
505028435270154000000000	iphone	game
5050287a52701529220002c9	iphone	game
50502a125270157949000222	iphone	game
50502a385270153e1d0002ff	iphone	game
505675dc5270152d5b00019b	iphone	game
505689605270152d680001cf	iphone	game
505a652b5270153684000003	iphone	game
505bc06652701565fb00002f	iphone	game
505bd26b527015104c00004d	iphone	game
505bd384527015660100005e	iphone	game
505c227a5270154df3000045	iphone	game
505d1fdc52701565ea0000eb	iphone	game
505da7a25270154f50000133	iphone	game
505efb3c52701565ed00019b	iphone	game
505fca0a52701565ee0001e7	iphone	game
506259a952701565ee0003e9	iphone	game
5062600b52701565f7000386	iphone	game
5062604552701569d100024d	iphone	game
5062c1c7527015220d00005a	iphone	game
5062cdd452701531b5000084	iphone	game
5063f0e852701565fa000549	iphone	game
50640a915270156605000533	iphone	game
50651d5552701565ee0005d5	iphone	game
506521e06c738f1ab3000001	iphone	game
5068f65c527015170a000030	iphone	game
507289f052701553ff000134	iphone	game
5074fc875270156b4c000026	iphone	game
5076d4a152701569390000ed	iphone	game
50777f6d5270155e75000062	iphone	game
5077d3e95270156d93000032	iphone	game
5077e8b55270153daa00005e	iphone	game
507ba9ea527015202e000152	iphone	game
507e55b95270157f9f0000b5	iphone	game
507f59155270150bea00001a	iphone	game
508663af5270153d6100013e	iphone	game
5088f8455270156d7c000026	iphone	game
50890790527015325400014f	iphone	game
508e25cc527015140e00000c	iphone	game
508e5a72527015140d000055	iphone	game
508f48fe5270154f83000009	iphone	game
508fabcf527015140e000173	iphone	game
508faccf5270151406000185	iphone	game
509204cc52701525dc0000da	iphone	game
50928c9a52701518ce0002af	iphone	game
5093588352701527ab00001e	iphone	game
509a72b852701536d500004b	iphone	game
509b0c16527015591f00003d	iphone	game
509b38a652701536d50000bf	iphone	game
509e1a895270153bc0000020	iphone	game
50a1140f5270152712000049	iphone	game
50a1c2e452701571c5000016	iphone	game
50a1e6775270151be80000d6	iphone	game
50a48479527015379800001c	iphone	game
50a4c92c527015628c00000d	iphone	game
50a7a4e2527015588c000022	iphone	game
50a8a88e52701525fd000232	iphone	game
50a9048052701512ab00000a	iphone	game
50a9aca3527015656a000003	iphone	game
50adc0b85270156dda000092	iphone	game
50b2d44b527015345e00009b	iphone	game
50b4247352701545480000aa	iphone	game
50b48900527015700300000a	iphone	game
50b493aa527015100900000e	iphone	game
50b6fbb8527015632b000066	iphone	game
50b6fe975270156b1d00006d	iphone	game
50b71a035270151696000157	iphone	game
50ba2d46527015758f000118	iphone	game
50bc1b1152701520110000ca	iphone	game
50bc9379527015526b000003	iphone	game
50bcacc752701555cf00000d	iphone	game
50c179e552701548a3000075	iphone	game
50c4aa6d5270152723000002	iphone	game
50c5ee1b5270152879000008	iphone	game
50ca84d252701546f500027f	iphone	game
50cdb07652701572040000ff	iphone	game
4f788be65270156e27000013	iphone	game
4f7e82cf52701538ee0000fe	iphone	game
4fcd783a52701559a7000066	iphone	game
4fd09bc55270154d4b00008e	iphone	game
4ff645cf5270155c00000032	iphone	game
4ffe36ae5270157068000033	iphone	game
500e600752701540c6000043	iphone	game
500eb0f65270156df1000021	iphone	game
5028632c527015653e000023	iphone	game
5029bc87527015691000000f	iphone	game
5029f2ac5270153d8900001e	iphone	game
502b1c905270153d830000fb	iphone	game
502b30045270153945000047	iphone	game
50325efc527015146400002c	iphone	game
503f2a3d52701550b10000ce	iphone	game
50625fdd527015118e000451	iphone	game
5062736e52701565fc0003ea	iphone	game
5063b7cf52701565f700048c	iphone	game
5063c2fd5270154c9e0005ce	iphone	game
50640d59527015558000009d	iphone	game
50655d765270151337000019	iphone	game
5066c15b527015133b00012a	iphone	game
507f77a752701565eb00000d	iphone	game
5080ff1152701505f500002b	iphone	game
508568705270151c68000133	iphone	game
5087af715270150b2a000036	iphone	game
50889527527015661800001a	iphone	game
508a421052701532e80001a1	iphone	game
508e8a6e5270151400000080	iphone	game
5090d92d5270152bc9000002	iphone	game
5092852c5270154e4a000028	iphone	game
50931d9b5270152a1d000013	iphone	game
509717215270157d80000014	iphone	game
50979ce752701548f3000042	iphone	game
5099c6d95270153d7100016a	iphone	game
509baaf2527015666f00006b	iphone	game
509c98e952701575b700004c	iphone	game
509cdc0a52701519e100000a	iphone	game
509d2f1c52701519f0000031	iphone	game
50a0ccc6527015371c000046	iphone	game
50a5f92a527015549c000008	iphone	game
50ab2db55270157036000073	iphone	game
50ad7e585270156e1700003f	iphone	game
50af3b2152701528b20000f0	iphone	game
50b1968d5270153ae90000c4	iphone	game
50b2d5005270155bde000066	iphone	game
50b4302c5270150f0a0000ac	iphone	game
50bf085a5270157b050000df	iphone	game
50c557f25270152dc5000037	iphone	game
50c6fc32527015100000009b	iphone	game
50405b735270151ec8000041	iphone	game
507a2f485270153087000016	iphone	game
5078c2b1527015075f0000bd	iphone	game
5087bfb55270155778000002	iphone	game
50ad99b05270154e74000036	iphone	game
50bafab45270157b0a000005	iphone	game
50bde97e5270151225000059	iphone	game
50c6fc92527015100000009f	iphone	game
50b1b3245270157b910000d6	iphone	game
4fff76685270156244000034	iphone	game
4eeece3152701514e1000041	iphone	game
4f5580fe5270152f6d00003d	iphone	game
5021f8815270150300000001	iphone	game
4e0e3632431fe32c4d000113	iphone	game
4fe7bfd352701550e7000159	iphone	game
4eb5073f5270157a2f000016	iphone	game
4f0409525270152f07000010	iphone	game
5053f91e5270152d7500011c	iphone	game
4eeecea552701514e1000044	iphone	game
4f63030552701523e4000027	iphone	game
4f7d394152701555fb00000e	iphone	game
4fcee7555270152e40000067	iphone	game
50b4af4c52701523b5000019	iphone	game
4fdae6d85270157dee00013e	iphone	game
501635bc5270155b9e000038	iphone	game
501a98ca5270157be5000032	iphone	game
502def72527015139f000023	iphone	game
505975db5270156da5000176	iphone	game
5060054b52701565f8000250	iphone	game
506274f1527015104b0004a2	iphone	game
506521c36c738f1aaf000001	iphone	game
50687f9452701565be000005	iphone	game
5095603552701567c70000f0	iphone	game
50a59fc952701576df0000c1	iphone	game
50b2ca5a52701515e300005e	iphone	game
50c6fc645270150ff00000cb	iphone	game
50caf42b5270151f3900007b	iphone	game
4fbc884c5270152dba000082	iphone	game
5121f29a527015358800003f	iphone	game
4e0e3348431fe32c4a000119	iphone	game
4f17c96d527015125c000004	iphone	game
4fa8c5e852701515ba00002f	iphone	game
4fb3c58b5270152b5300011f	iphone	game
502dbc915270151390000002	iphone	game
502def4f52701513a000002c	iphone	game
503f561d52701543ba000104	iphone	game
504b0cbf5270157bf900011f	iphone	game
505825d652701573b0000059	iphone	game
506dd2e85270150c9f0000e7	iphone	game
508bb32852701512fb00012e	iphone	game
509221e552701576b2000053	iphone	game
509874c85270153d7100009b	iphone	game
50a851ba5270157f59000094	iphone	game
506409e152701507d6000081	iphone	game
504d7ca95270154b6c0000a1	iphone	game
50766abb5270156944000031	iphone	game
501f7fe7527015586c000028	iphone	game
504027365270152afb00000b	iphone	game
506527245270151f88000005	iphone	game
507772325270154a1b0000c1	iphone	game
4f6043c452701567ad000004	iphone	game
5091e476527015021700004a	iphone	game
4f4f9c6552701545c300001d	android	game
504b7518527015721d00011e	android	game
50d1712f527015690b000041	android	game
4fbdcfd552701564c3000014	android	game
4fb317e75270152b5a00008e	android	game
500e0263527015166700003c	android	game
4ffbbf905270156525000019	android	game
506d0c335270150d790000d3	android	game
4ffb9fc75270156517000002	android	game
4ffbf7c85270152c8d00000f	android	game
50118cb45270153e3c0000d1	android	game
4ffbcc1b527015652e000030	android	game
500216e35270157a300000ec	android	game
506d0be1527015134e0001fa	android	game
50d1728a52701568f900006d	android	game
500e049d5270150636000012	android	game
4fbb58025270152dc0000002	android	game
4ffa7e9c52701522e4000068	android	game
4fd806c55270154a3b000009	android	game
506d0c8d52701519ca00015a	android	game
50d7b3ff52701556be0001ed	android	game
50d864f4527015336600007a	android	game
50d7c7f052701576ec000034	android	game
4fd038665270154d3d000059	android	game
4fd5e90a52701535a2000036	android	game
4fe97cac5270157a88000056	android	game
4feacd6a5270156e3c00000c	android	game
4fc4ef255270155410000066	android	game
4ffabe37527015398b0000f1	android	game
500bb632527015135c000058	android	game
506d0c135270157ed00001eb	android	game
4fcfe4605270154d4500001e	android	game
4fcfeecd5270154d35000022	android	game
50a59070527015508f00003d	android	game
50b1834352701516f90001ba	android	game
50dc11e55270155fd0000001	android	game
50dd2c915270152c09000009	android	game
50dd6768527015106300000f	android	game
50dc0fd3527015514e0002bc	android	game
50de721e52701548d8000025	android	game
50e63d55527015450e000036	android	game
50e694535270154ec5000003	android	game
50e6da095270151bf900000a	android	game
50e7b79c52701554df000023	android	game
50ea2af752701529c900000b	android	game
50ea2e9152701524cc000015	android	game
50ebbdda5270155811000003	android	game
50ebc986527015580e000014	android	game
50ec190a5270155813000046	android	game
50e7ed6352701564bd00008b	android	game
50ed19ca5270151b56000001	android	game
50ee31f7527015694b000001	android	game
50eff7825270156939000055	android	game
50f167c55270152c8c000038	android	game
50fd589c5270153bb400009d	android	game
50fe34dc52701560bf00003b	android	game
5100a6245270153511000039	android	game
5100da2b52701560be00000b	android	game
51014bfd5270151b84000012	android	game
51014c7a5270155d74000022	android	game
51014ccb5270157aa9000008	android	game
4fe03bd152701563cf000017	android	game
4f8e9c4652701519db0000c5	android	game
4f43004e52701535e3000048	android	game
4e9537df5270151d9a00008f	android	game
4f94d24a52701540fa000021	android	game
503edada527015253a000044	android	game
501259b552701565de000061	android	game
4fe2f448527015664e00000c	android	game
4ff807f9527015078400000b	android	game
4fb4acf65270156943000166	android	game
4f98221252701579b800001e	android	game
500faf325270155c4d000003	android	game
5074e8285270156b4c000007	android	game
508d4e725270155e4300004b	android	game
5057dd555270152d5c0002d6	android	game
500784b552701562c800000e	android	game
503476b252701514670001aa	android	game
504882ba5270154f5b000038	android	game
505a96ba5270157f9600009b	android	game
4f4734ed52701578e000001a	android	game
501027825270155c4200003f	android	game
501a3edb52701578cb000002	android	game
4fc79b9c5270157143000038	android	game
508fafac5270154dfc000095	android	game
4f66cb6e5270153a7200005a	android	game
4feaaf7b5270151e6600007e	android	game
4f7019655270157e0300001d	android	game
4fde0f875270151bf30000bd	android	game
4ff5387f527015692500005c	android	game
4f62fb1b5270152c38000044	android	game
5051c7375270152d6700001f	android	game
5057e8df52701573b0000007	android	game
4f5e17f85270155d1c00001b	android	game
4fb0eb2a52701571b9000006	android	game
502cf578527015698400012d	android	game
50ad0623527015328300005b	android	game
5046ab855270155f6c00020b	android	game
4fd95a3b5270157dd6000047	android	game
5047f96a52701578d000002f	android	game
4f87ac695270157e8a00004e	android	game
4ed72c3c5270150172000007	android	game
50913fb95270157e45000001	android	game
4fa149b952701555db00001b	android	game
504d7b05527015183f0002a4	android	game
4fd7485d52701535900000c2	android	game
4e92eed95270153aaf000009	android	game
4f71aab95270154a7300009b	android	game
506d0b985270151339000252	android	game
50612a3952701565ff000390	android	game
4e954999527015462f00007d	android	game
4ff14ed05270157f36000030	android	game
4ffb96da52701506c6000005	android	game
4ee20ad45270157f2300000c	android	game
506543d65270151f96000015	android	game
4fcf5bee5270154d38000008	android	game
4fbb4fe252701505700000e5	android	game
4fc62afe5270151096000019	android	game
4ecf35dc527015411a000005	android	game
4f39d64f5270151ed6000011	android	game
50731526527015123000001a	android	game
50a7ca245270155625000028	android	game
4f982ee952701579bf000016	android	game
50062b1052701504b6000060	android	game
4fa50a0b527015440300006b	android	game
501fee105270151d42000002	android	game
5048d81c52701578ce00012c	android	game
4ffb9ed1527015314e000003	android	game
4fa0c77b52701579db000008	android	game
5001570a5270157a490000c2	android	game
5060187f52701569d10000a2	android	game
512f000b5270155a180000e8	android	game
4f51e05a52701545c90000c2	android	game
4fe875d152701566950001ac	android	game
4eba036f52701562b100009a	android	game
4ef0906f527015262e00001a	android	game
4f3db1bb5270157ee50000bb	android	game
